"","symbol","X","et.avg","et.sd","pval.x","pval.t"
"95","01121.HK",1.07132524191967,0.141474035396951,0.227402620229107,4.13869428446038e-35,3.68174570408604e-07
"96","01122.HK",1.00645247097967,0.0102476132864857,0.0584193915559518,6.48699893902594e-263,1.59158632547957e-07
"97","01123.HK",1.00627970498281,-6.15309232585338e-05,0.0749529642299915,1.34797679593069e-242,1.57528864675413e-06
"98","01124.HK",1.00188550143105,-0.0102272155573497,0.116804059136073,3.52320847235882e-206,6.29748157243514e-08
"99","01126.HK",1.0185168907888,0.0289660735081629,0.12340647485751,4.68057313256249e-203,3.31034644701759e-06
"100","01127.HK",1.00393186347237,0.00895200756292914,0.0635167408684448,2.2012482909143e-135,0.000777312557582152
"101","01128.HK",1.00520931326329,0.00200135773879056,0.0856619134940466,1.29283228115721e-136,0.517738756365463
"102","01129.HK",1.00392718006342,-0.00581369606989784,0.157158591468657,2.46385891656856e-182,7.66837697391724e-12
"103","00113.HK",1.00903118462637,0.00809739952018135,0.0767985408950578,7.72436342463479e-241,8.65109445155677e-08
"104","01130.HK",0.994508553336249,-0.0281436947662666,0.173117873476134,8.75672840730558e-174,3.86743491439028e-06
"105","01132.HK",0.998798964200496,-0.0026075365985279,0.122643396658482,5.64998547539298e-202,0.0284294698503465
"106","01133.HK",0.998726628506516,-0.00587360172880698,0.0992290079274932,3.67728719432704e-219,9.72524476613611e-05
"107","01134.HK",1.02812528048044,0.0379563526755527,0.25898985531277,2.50784040913457e-17,7.38459821251002e-06
"108","01137.HK",0.998277241660107,0.0154839644638466,0.144821832156901,1.76528313527249e-188,1.7745658407613e-12
"109","01138.HK",0.994797013788518,-0.00994578772157014,0.0863106483624083,3.5207326622299e-230,0.000135241918550949
"110","00114.HK",1.00057437314603,0.00329587830894569,0.0709846838415334,1.45532720996284e-246,1.16434984230911e-13
"111","01140.HK",0.989391051453836,-0.00678948268243544,0.114360818141219,7.08338723217013e-207,7.64328191338952e-10
"112","01141.HK",0.9992395915382,-0.0121669000202756,0.256346219106157,8.03213462768138e-143,4.82636852095435e-13
