Date, Open, High, Low, Close
12/22/17, 29505.05, 29578.01, 29413.86, 29578.01
12/21/17, 29209.64, 29431.81, 29145.13, 29367.06
12/20/17, 29199.29, 29326.52, 29159.28, 29234.09
12/19/17, 29193.74, 29339.11, 29144.17, 29253.66
12/18/17, 28923.53, 29143.33, 28821.19, 29050.41
12/15/17, 29000.11, 29017.66, 28738.84, 28848.11
12/14/17, 29335.76, 29367.51, 29047.61, 29166.38
12/13/17, 28856.78, 29276.67, 28707.60, 29222.10
12/12/17, 28972.74, 29066.77, 28745.73, 28793.88
12/11/17, 28645.41, 28998.51, 28645.41, 28965.29
12/08/17, 28400.01, 28705.76, 28344.39, 28639.85
12/07/17, 28366.14, 28478.34, 28134.93, 28303.19
12/06/17, 28850.36, 28929.21, 28204.53, 28224.80
12/05/17, 28898.58, 29124.24, 28838.12, 28842.80
12/04/17, 28951.19, 29343.78, 28803.19, 29138.28
12/01/17, 29261.31, 29345.97, 29028.76, 29074.24
11/30/17, 29340.27, 29353.51, 29127.30, 29177.35
11/29/17, 29813.94, 29831.19, 29563.39, 29623.83
11/28/17, 29608.64, 29687.45, 29334.59, 29680.85
11/27/17, 29857.65, 29859.11, 29610.96, 29686.19
11/24/17, 29788.18, 29918.92, 29696.59, 29866.32
11/23/17, 30033.18, 30169.99, 29593.79, 29707.94
11/22/17, 30087.19, 30199.69, 29911.07, 30003.49
11/21/17, 29369.69, 29818.07, 29343.48, 29818.07
11/20/17, 29227.08, 29299.87, 29089.58, 29260.31
11/17/17, 29214.36, 29341.92, 29158.35, 29199.04
11/16/17, 28963.77, 29095.49, 28877.76, 29018.76
11/15/17, 29026.11, 29106.49, 28851.69, 28851.69
11/14/17, 29272.10, 29320.03, 29143.63, 29152.12
11/13/17, 29058.23, 29258.50, 29058.23, 29182.18
11/10/17, 29060.13, 29237.85, 29036.45, 29120.92
11/09/17, 28987.79, 29192.51, 28960.05, 29136.57
11/08/17, 28950.50, 29123.44, 28885.07, 28907.60
11/07/17, 28715.40, 29017.40, 28715.07, 28994.34
11/06/17, 28616.35, 28650.79, 28137.77, 28596.80
11/03/17, 28603.51, 28661.29, 28542.66, 28603.61
11/02/17, 28604.95, 28643.58, 28492.20, 28518.64
11/01/17, 28387.55, 28606.59, 28329.50, 28594.06
10/31/17, 28247.00, 28354.11, 28183.79, 28245.54
10/30/17, 28585.15, 28650.82, 28336.19, 28336.19
10/27/17, 28332.91, 28494.52, 28305.73, 28438.85
10/26/17, 28165.61, 28316.20, 28102.75, 28202.38
10/25/17, 28238.85, 28387.21, 28198.56, 28302.89
10/24/17, 28232.62, 28356.10, 28098.83, 28154.97
10/23/17, 28557.80, 28557.80, 28253.32, 28305.88
10/20/17, 28360.02, 28519.76, 28313.70, 28487.24
10/19/17, 28783.85, 28798.78, 28094.54, 28159.09
10/18/17, 28636.20, 28729.34, 28629.73, 28711.76
10/17/17, 28777.18, 28777.18, 28641.95, 28697.49
10/16/17, 28661.98, 28792.06, 28620.38, 28692.80
10/13/17, 28423.65, 28492.39, 28369.87, 28476.43
10/12/17, 28431.05, 28528.71, 28343.32, 28459.03
10/11/17, 28622.01, 28625.66, 28330.73, 28389.57
10/10/17, 28334.92, 28503.84, 28260.20, 28490.83
10/09/17, 28440.17, 28488.35, 28282.01, 28326.59
10/06/17, 28626.41, 28626.41, 28377.85, 28458.04
10/04/17, 28311.27, 28521.77, 28311.27, 28379.18
10/03/17, 27884.21, 28194.16, 27737.38, 28173.21
09/29/17, 27492.13, 27581.13, 27383.16, 27554.30
09/28/17, 27661.27, 27665.16, 27421.60, 27421.60
09/27/17, 27503.05, 27673.40, 27503.05, 27642.43
09/26/17, 27308.61, 27567.88, 27300.37, 27513.01
09/25/17, 27851.54, 27851.54, 27476.27, 27500.34
09/22/17, 27949.83, 27960.92, 27845.52, 27880.53
09/21/17, 28091.24, 28184.37, 28046.94, 28110.33
09/20/17, 28099.29, 28149.36, 28013.11, 28127.80
09/19/17, 28200.54, 28248.12, 28032.17, 28051.41
09/18/17, 27971.37, 28160.39, 27917.18, 28159.77
09/15/17, 27736.60, 27893.58, 27514.04, 27807.59
09/14/17, 27788.84, 27895.07, 27699.09, 27777.20
09/13/17, 27984.27, 27984.27, 27751.28, 27894.08
09/12/17, 28068.70, 28071.54, 27883.83, 27972.24
09/11/17, 27877.69, 27976.98, 27859.00, 27955.13
09/08/17, 27571.59, 27708.09, 27569.13, 27668.47
09/07/17, 27817.87, 27817.87, 27492.82, 27522.92
09/06/17, 27671.56, 27684.26, 27421.79, 27613.76
09/05/17, 27797.44, 27871.76, 27685.30, 27741.35
09/04/17, 27881.71, 27884.46, 27662.29, 27740.26
09/01/17, 28015.22, 28116.70, 27915.44, 27953.16
08/31/17, 27934.45, 27994.06, 27861.48, 27970.30
08/30/17, 27957.74, 28127.90, 27912.82, 28094.61
08/29/17, 27744.58, 27839.83, 27638.73, 27765.01
08/28/17, 27905.59, 28071.59, 27806.05, 27863.29
08/25/17, 27539.11, 27878.37, 27480.11, 27848.16
08/24/17, 27642.23, 27642.23, 27485.87, 27518.60
08/22/17, 27322.20, 27509.06, 27316.08, 27401.67
08/21/17, 27100.63, 27221.31, 27086.43, 27154.68
08/18/17, 26999.60, 27236.32, 26951.92, 27047.57
08/17/17, 27610.29, 27624.52, 27302.48, 27344.22
08/16/17, 27238.81, 27422.30, 27238.81, 27409.07
08/15/17, 27371.25, 27438.42, 27174.96, 27174.96
08/14/17, 27091.77, 27268.23, 27032.40, 27250.23
08/11/17, 27000.43, 27184.21, 26863.71, 26883.51
08/10/17, 27791.36, 27791.36, 27267.03, 27444.00
08/09/17, 27760.08, 27876.12, 27602.66, 27757.09
08/08/17, 27684.60, 27867.56, 27626.19, 27854.91
08/07/17, 27665.71, 27731.92, 27629.20, 27690.36
08/04/17, 27564.71, 27615.03, 27508.11, 27562.68
08/03/17, 27533.51, 27601.05, 27399.58, 27531.01
08/02/17, 27645.28, 27747.35, 27570.50, 27607.38
08/01/17, 27326.04, 27558.00, 27326.04, 27540.23
07/31/17, 27048.45, 27324.38, 27045.41, 27323.99
07/28/17, 27007.97, 27047.88, 26928.44, 26979.39
07/27/17, 27002.70, 27169.15, 26962.03, 27131.17
07/26/17, 26960.81, 27007.27, 26786.63, 26941.02
07/25/17, 26847.58, 26889.70, 26799.77, 26852.05
07/24/17, 26720.04, 26882.00, 26674.50, 26846.83
07/21/17, 26777.44, 26778.42, 26663.25, 26706.09
07/20/17, 26770.48, 26794.18, 26632.98, 26740.21
07/19/17, 26561.81, 26682.64, 26541.56, 26672.16
07/18/17, 26489.52, 26540.17, 26381.14, 26524.94
07/17/17, 26572.92, 26618.66, 26353.83, 26470.58
07/14/17, 26416.68, 26416.68, 26295.99, 26389.23
07/13/17, 26340.29, 26383.76, 26255.31, 26346.17
07/12/17, 25991.35, 26147.30, 25991.35, 26043.64
07/11/17, 25605.19, 25941.47, 25596.21, 25877.64
07/10/17, 25392.03, 25622.75, 25331.95, 25500.06
07/07/17, 25377.21, 25409.90, 25315.91, 25340.85
07/06/17, 25574.57, 25599.70, 25436.83, 25465.22
07/05/17, 25354.38, 25559.18, 25199.86, 25521.97
07/04/17, 25782.85, 25838.27, 25251.72, 25389.01
07/03/17, 25654.77, 25821.39, 25654.77, 25784.17
06/30/17, 25679.64, 25816.25, 25661.43, 25764.58
06/29/17, 25872.93, 25965.42, 25814.80, 25965.42
06/28/17, 25735.21, 25821.36, 25625.71, 25683.50
06/27/17, 25911.20, 25929.61, 25780.69, 25839.99
06/26/17, 25727.93, 25875.48, 25720.38, 25871.89
06/23/17, 25724.28, 25770.37, 25648.77, 25670.05
06/22/17, 25597.46, 25867.94, 25597.46, 25674.53
06/21/17, 25752.27, 25846.52, 25575.98, 25694.58
06/20/17, 26028.43, 26043.10, 25833.93, 25843.04
06/19/17, 25736.20, 25939.72, 25735.07, 25924.55
06/16/17, 25601.81, 25719.97, 25557.80, 25626.49
06/15/17, 25772.28, 25772.28, 25565.34, 25565.34
06/14/17, 25915.46, 25915.46, 25713.02, 25875.90
06/13/17, 25826.52, 25883.22, 25722.63, 25852.10
06/12/17, 25925.45, 25957.78, 25689.23, 25708.04
06/09/17, 26090.33, 26090.33, 25922.68, 26030.29
06/08/17, 25974.00, 26069.98, 25923.21, 26063.06
06/07/17, 26025.21, 26073.44, 25898.82, 25974.16
06/06/17, 25819.53, 26019.01, 25805.02, 25997.14
06/05/17, 25976.36, 25998.66, 25801.84, 25862.99
06/02/17, 25926.06, 25973.00, 25851.85, 25924.05
06/01/17, 25736.35, 25834.75, 25614.61, 25809.22
05/31/17, 25706.45, 25817.95, 25650.06, 25660.65
05/29/17, 25672.40, 25744.72, 25579.15, 25701.63
05/26/17, 25670.98, 25724.40, 25588.70, 25639.27
05/25/17, 25511.46, 25680.67, 25491.78, 25630.78
05/24/17, 25382.26, 25428.50, 25296.66, 25428.50
05/23/17, 25415.57, 25486.98, 25307.27, 25403.15
05/22/17, 25318.29, 25450.04, 25201.34, 25391.34
05/19/17, 25171.66, 25266.22, 25124.06, 25174.87
05/18/17, 25034.19, 25263.81, 25025.05, 25136.52
05/17/17, 25355.76, 25374.95, 25245.44, 25293.63
05/16/17, 25413.35, 25413.35, 25228.46, 25335.94
05/15/17, 25233.31, 25385.72, 25213.47, 25371.59
05/12/17, 25126.48, 25211.28, 25087.32, 25156.34
05/11/17, 25101.53, 25203.54, 25024.76, 25125.55
05/10/17, 24931.82, 25164.97, 24931.82, 25015.42
05/09/17, 24656.95, 24889.83, 24548.97, 24889.03
05/08/17, 24604.29, 24624.21, 24476.20, 24577.91
05/05/17, 24625.35, 24634.28, 24358.72, 24476.35
05/04/17, 24680.45, 24683.88, 24530.93, 24683.88
05/02/17, 24773.80, 24773.80, 24577.33, 24696.13
04/28/17, 24691.29, 24697.03, 24563.77, 24615.13
04/27/17, 24663.10, 24717.44, 24455.12, 24698.48
04/26/17, 24563.25, 24637.85, 24515.23, 24578.43
04/25/17, 24204.78, 24455.94, 24201.91, 24455.94
04/24/17, 24185.76, 24206.44, 23958.18, 24139.48
04/21/17, 24143.04, 24190.14, 23991.87, 24042.02
04/20/17, 23851.02, 24058.87, 23827.07, 24056.98
04/19/17, 23875.98, 23893.14, 23723.87, 23825.88
04/18/17, 24268.17, 24276.31, 23892.59, 23924.54
04/13/17, 24173.42, 24378.38, 24158.16, 24261.66
04/12/17, 24068.91, 24313.50, 23994.13, 24313.50
04/11/17, 24280.87, 24318.15, 24007.85, 24088.46
04/10/17, 24302.01, 24314.66, 24215.54, 24262.18
04/07/17, 24247.01, 24268.39, 23982.40, 24267.30
04/06/17, 24310.41, 24381.63, 24210.69, 24273.72
04/05/17, 24370.95, 24400.80, 24166.01, 24400.80
04/03/17, 24236.56, 24261.48, 24162.55, 24261.48
03/31/17, 24305.53, 24329.98, 24105.38, 24111.59
03/30/17, 24429.12, 24431.12, 24250.40, 24301.09
03/29/17, 24470.66, 24470.66, 24330.70, 24392.05
03/28/17, 24329.17, 24360.00, 24274.52, 24345.87
03/27/17, 24235.69, 24434.90, 24138.78, 24193.70
03/24/17, 24396.41, 24420.77, 24263.17, 24358.27
03/23/17, 24381.04, 24466.73, 24271.26, 24327.70
03/22/17, 24336.33, 24380.42, 24207.10, 24320.41
03/21/17, 24565.73, 24656.65, 24500.35, 24593.12
03/20/17, 24312.57, 24501.99, 24312.57, 24501.99
03/17/17, 24376.13, 24385.81, 24237.97, 24309.93
03/16/17, 24101.98, 24288.28, 24003.75, 24288.28
03/15/17, 23705.07, 23842.81, 23645.51, 23792.85
03/14/17, 23871.00, 23918.12, 23768.34, 23827.95
03/13/17, 23643.30, 23877.59, 23567.93, 23829.67
03/10/17, 23534.98, 23603.77, 23438.86, 23568.67
03/09/17, 23667.77, 23673.58, 23456.06, 23501.56
03/08/17, 23627.28, 23816.23, 23563.14, 23782.27
03/07/17, 23630.35, 23728.00, 23585.77, 23681.07
03/06/17, 23600.49, 23691.05, 23574.28, 23596.28
03/03/17, 23618.36, 23635.24, 23511.60, 23552.72
03/02/17, 24044.48, 24080.87, 23694.33, 23728.07
03/01/17, 23849.22, 23857.28, 23730.05, 23776.49
02/28/17, 23952.64, 24007.81, 23740.73, 23740.73
02/27/17, 23941.81, 24067.68, 23822.88, 23925.05
02/24/17, 24115.61, 24121.91, 23958.13, 23965.70
02/23/17, 24122.18, 24216.53, 24046.91, 24114.86
02/22/17, 24059.09, 24201.96, 23999.55, 24201.96
02/21/17, 24174.11, 24213.64, 23909.15, 23963.63
02/20/17, 24066.00, 24202.34, 24022.15, 24146.08
02/17/17, 24077.87, 24106.34, 23944.68, 24033.74
02/16/17, 24139.31, 24161.39, 23969.57, 24107.70
02/15/17, 23771.95, 24067.62, 23771.95, 23994.87
02/14/17, 23695.29, 23735.11, 23614.47, 23703.01
02/13/17, 23664.53, 23751.92, 23615.39, 23710.98
02/10/17, 23645.90, 23718.47, 23573.85, 23574.98
02/09/17, 23533.52, 23644.63, 23489.65, 23525.14
02/08/17, 23284.76, 23520.77, 23160.99, 23485.13
02/07/17, 23287.89, 23403.60, 23256.69, 23331.57
02/06/17, 23239.29, 23348.24, 23149.70, 23348.24
02/03/17, 23216.97, 23226.92, 22997.46, 23129.21
02/02/17, 23309.46, 23439.02, 23131.37, 23184.52
02/01/17, 23211.88, 23318.39, 23082.62, 23318.39
01/27/17, 23339.15, 23397.09, 23307.05, 23360.78
01/26/17, 23173.46, 23386.41, 23145.31, 23374.17
01/25/17, 23066.40, 23066.40, 22961.38, 23049.12
01/24/17, 22965.25, 22986.45, 22907.78, 22949.86
01/23/17, 22926.30, 23068.08, 22861.29, 22898.52
01/20/17, 22966.53, 22987.68, 22858.25, 22885.91
01/19/17, 23104.35, 23104.35, 22941.96, 23049.96
01/18/17, 22889.33, 23151.75, 22882.02, 23098.26
01/17/17, 22819.87, 22867.84, 22710.93, 22840.97
01/16/17, 22895.36, 22908.86, 22657.35, 22718.15
01/13/17, 22879.57, 22971.45, 22859.28, 22937.38
01/12/17, 22956.44, 22971.49, 22751.67, 22829.02
01/11/17, 22816.01, 22944.58, 22767.37, 22935.35
01/10/17, 22561.17, 22744.85, 22549.86, 22744.85
01/09/17, 22561.11, 22626.43, 22476.35, 22558.69
01/06/17, 22583.29, 22605.66, 22445.78, 22503.01
01/05/17, 22302.64, 22483.01, 22230.31, 22456.69
01/04/17, 22201.08, 22228.06, 22076.63, 22134.47
01/03/17, 21993.36, 22189.31, 21883.82, 22150.40
12/30/16, 21818.91, 22069.62, 21818.91, 22000.56
12/29/16, 21591.04, 21810.40, 21587.07, 21790.91
12/28/16, 21562.70, 21811.96, 21488.82, 21754.74
12/23/16, 21553.78, 21601.07, 21491.83, 21574.76
12/22/16, 21800.22, 21822.18, 21594.58, 21636.20
12/21/16, 21770.89, 21910.39, 21755.85, 21809.80
12/20/16, 21767.61, 21873.56, 21667.19, 21729.06
12/19/16, 21945.84, 21955.94, 21786.56, 21832.68
12/16/16, 21996.38, 22155.14, 21965.68, 22020.75
12/15/16, 22257.71, 22305.07, 21999.30, 22059.40
12/14/16, 22596.71, 22627.60, 22456.62, 22456.62
12/13/16, 22407.62, 22458.42, 22292.65, 22446.70
12/12/16, 22860.27, 22863.61, 22375.58, 22433.02
12/09/16, 22765.84, 22813.85, 22660.22, 22760.98
12/08/16, 23027.38, 23076.24, 22817.32, 22861.84
12/07/16, 22805.13, 22843.01, 22708.88, 22800.92
12/06/16, 22694.27, 22746.67, 22625.32, 22675.15
12/05/16, 22580.75, 22628.13, 22375.28, 22505.55
12/02/16, 22736.84, 22756.01, 22559.20, 22564.82
12/01/16, 22948.65, 23012.28, 22837.53, 22878.23
11/30/16, 22842.36, 22889.47, 22755.00, 22789.77
11/29/16, 22739.51, 22868.14, 22724.59, 22737.07
11/28/16, 22738.94, 22964.02, 22738.94, 22830.57
11/25/16, 22609.22, 22764.34, 22589.53, 22723.45
11/24/16, 22574.82, 22647.38, 22487.54, 22608.49
11/23/16, 22702.41, 22804.26, 22640.95, 22676.69
11/22/16, 22491.71, 22719.42, 22484.60, 22678.07
11/21/16, 22313.04, 22480.75, 22227.80, 22357.78
11/18/16, 22239.23, 22374.36, 22146.88, 22344.21
11/17/16, 22170.07, 22367.47, 22114.02, 22262.88
11/16/16, 22439.98, 22499.39, 22280.53, 22280.53
11/15/16, 22270.90, 22411.12, 22254.09, 22323.91
11/14/16, 22344.23, 22359.01, 22118.87, 22222.22
11/11/16, 22622.46, 22673.31, 22442.75, 22531.09
11/10/16, 22848.74, 22918.34, 22777.51, 22839.11
11/09/16, 23048.32, 23048.32, 21957.71, 22415.19
11/08/16, 22981.91, 22996.97, 22820.39, 22909.47
11/07/16, 22682.71, 22867.24, 22623.84, 22801.40
11/04/16, 22611.54, 22771.61, 22587.59, 22642.62
11/03/16, 22708.55, 22855.01, 22683.51, 22683.51
11/02/16, 22946.06, 22956.85, 22785.35, 22810.50
11/01/16, 23015.06, 23268.05, 23015.06, 23147.07
10/31/16, 22845.82, 23045.53, 22775.29, 22934.54
10/28/16, 23088.83, 23157.73, 22847.73, 22954.81
10/27/16, 23347.19, 23352.62, 23002.53, 23132.35
10/26/16, 23396.14, 23464.03, 23310.23, 23325.43
10/25/16, 23581.69, 23631.34, 23506.64, 23565.11
10/24/16, 23431.63, 23620.09, 23235.61, 23604.08
10/20/16, 23412.68, 23500.82, 23360.55, 23374.40
10/19/16, 23393.80, 23445.56, 23234.67, 23304.97
10/18/16, 23130.20, 23402.89, 23130.20, 23394.39
10/17/16, 23164.54, 23177.19, 22978.01, 23037.54
10/14/16, 23119.96, 23318.36, 23087.14, 23233.31
10/13/16, 23300.38, 23347.97, 23006.12, 23031.30
10/12/16, 23386.92, 23444.67, 23267.63, 23407.05
10/11/16, 24013.84, 24064.50, 23441.07, 23549.52
10/07/16, 23948.95, 23948.95, 23770.14, 23851.82
10/06/16, 23859.41, 24004.09, 23826.45, 23952.50
10/05/16, 23619.91, 23847.46, 23566.22, 23788.31
10/04/16, 23665.35, 23689.44, 23518.56, 23689.44
10/03/16, 23652.83, 23698.30, 23500.71, 23584.43
09/30/16, 23435.29, 23484.37, 23239.36, 23297.15
09/29/16, 23828.60, 23828.60, 23607.99, 23739.47
09/28/16, 23455.73, 23619.65, 23370.44, 23619.65
09/27/16, 23356.03, 23646.03, 23295.05, 23571.90
09/26/16, 23554.83, 23563.50, 23276.13, 23317.92
09/23/16, 23836.60, 23846.71, 23628.64, 23686.48
09/22/16, 23920.18, 24058.65, 23683.58, 23759.80
09/21/16, 23522.86, 23729.02, 23436.23, 23669.90
09/20/16, 23494.01, 23556.06, 23397.13, 23530.86
09/19/16, 23486.62, 23625.92, 23394.95, 23550.45
09/15/16, 23237.20, 23471.48, 23194.37, 23335.59
09/14/16, 23225.58, 23371.53, 23155.73, 23190.64
09/13/16, 23564.13, 23652.41, 23196.49, 23215.76
09/12/16, 23596.03, 23625.37, 23290.60, 23290.60
09/09/16, 23924.77, 24364.00, 23914.73, 24099.70
09/08/16, 23704.36, 23928.93, 23663.59, 23919.34
09/07/16, 23785.23, 23830.75, 23695.68, 23741.81
09/06/16, 23683.28, 23787.68, 23548.55, 23787.68
09/05/16, 23576.31, 23688.41, 23530.36, 23649.55
09/02/16, 23157.01, 23306.48, 23152.79, 23266.70
09/01/16, 22897.16, 23193.03, 22843.42, 23162.34
08/31/16, 23043.08, 23063.15, 22939.87, 22976.88
08/30/16, 22945.08, 23073.52, 22898.78, 23016.11
08/29/16, 22904.20, 22922.68, 22762.73, 22821.34
08/26/16, 22827.22, 22997.40, 22827.22, 22909.54
08/25/16, 22814.37, 22898.12, 22735.03, 22814.95
08/24/16, 23010.63, 23036.07, 22702.61, 22820.78
08/23/16, 22927.47, 22998.93, 22854.35, 22998.93
08/22/16, 22941.53, 23005.16, 22792.42, 22997.91
08/19/16, 23153.74, 23153.74, 22875.56, 22937.22
08/18/16, 23046.69, 23193.90, 22976.11, 23023.16
08/17/16, 22995.51, 23029.48, 22775.87, 22799.78
08/16/16, 23008.09, 23084.52, 22841.66, 22910.84
08/15/16, 22765.23, 22975.74, 22765.23, 22932.51
08/12/16, 22788.88, 22816.75, 22704.05, 22766.91
08/11/16, 22412.31, 22689.94, 22359.92, 22580.55
08/10/16, 22511.10, 22618.04, 22399.29, 22492.43
08/09/16, 22464.10, 22496.75, 22402.91, 22465.61
08/08/16, 22324.18, 22503.28, 22260.07, 22494.76
08/05/16, 21961.05, 22193.29, 21961.05, 22146.09
08/04/16, 21873.36, 21922.42, 21788.31, 21832.23
08/03/16, 21743.32, 21822.22, 21725.38, 21739.12
08/01/16, 22027.65, 22260.95, 22027.65, 22129.14
07/29/16, 22055.95, 22152.75, 21830.46, 21891.37
07/28/16, 22134.12, 22214.72, 22053.51, 22174.34
07/27/16, 22193.31, 22277.24, 21997.88, 22218.99
07/26/16, 21890.89, 22300.51, 21890.89, 22129.73
07/25/16, 22071.77, 22071.77, 21878.88, 21993.44
07/22/16, 21913.04, 21972.87, 21832.43, 21964.27
07/21/16, 21971.97, 22118.22, 21913.16, 22000.49
07/20/16, 21646.39, 21895.23, 21632.51, 21882.48
07/19/16, 21734.34, 21767.88, 21612.60, 21673.20
07/18/16, 21656.88, 21822.00, 21616.16, 21803.18
07/15/16, 21589.08, 21739.21, 21515.35, 21659.25
07/14/16, 21297.54, 21581.42, 21242.93, 21561.06
07/13/16, 21356.64, 21441.23, 21279.77, 21322.37
07/12/16, 21046.94, 21252.64, 20957.26, 21224.74
07/11/16, 20951.17, 20972.85, 20840.00, 20880.50
07/08/16, 20622.83, 20645.59, 20468.53, 20564.17
07/07/16, 20606.68, 20731.12, 20576.74, 20706.92
07/06/16, 20475.40, 20560.06, 20304.39, 20495.29
07/05/16, 20919.52, 20945.98, 20737.16, 20750.72
07/04/16, 20967.47, 21166.02, 20840.64, 21059.20
06/30/16, 20736.85, 20828.03, 20614.65, 20794.37
06/29/16, 20217.07, 20456.58, 20217.07, 20436.12
06/28/16, 19898.75, 20196.20, 19898.75, 20172.46
06/27/16, 19982.66, 20329.16, 19969.47, 20227.30
06/24/16, 20483.51, 21034.18, 19662.70, 20259.13
06/23/16, 20862.59, 20889.05, 20753.94, 20868.34
06/22/16, 20553.94, 20841.51, 20515.25, 20795.12
06/21/16, 20522.36, 20681.79, 20516.73, 20668.44
06/20/16, 20425.06, 20551.02, 20288.49, 20510.20
06/17/16, 20244.23, 20282.04, 20090.80, 20169.98
06/16/16, 20284.91, 20297.40, 19964.37, 20038.42
06/15/16, 20161.01, 20553.58, 20161.01, 20467.52
06/14/16, 20476.75, 20537.92, 20358.94, 20387.53
06/13/16, 20647.51, 20664.59, 20430.81, 20512.99
06/10/16, 21240.08, 21270.62, 21017.98, 21042.64
06/08/16, 21294.27, 21352.37, 21179.95, 21297.88
06/07/16, 21218.96, 21351.33, 21153.68, 21328.24
06/06/16, 20971.13, 21039.87, 20840.95, 21030.22
06/03/16, 20956.08, 21049.20, 20887.79, 20947.24
06/02/16, 20769.81, 20878.21, 20680.65, 20859.22
06/01/16, 20726.53, 20898.45, 20713.29, 20760.98
05/31/16, 20617.33, 20974.71, 20617.33, 20815.09
05/30/16, 20523.67, 20765.61, 20465.84, 20629.39
05/27/16, 20425.00, 20620.15, 20290.84, 20576.77
05/26/16, 20373.48, 20404.73, 20249.96, 20397.11
05/25/16, 20156.76, 20379.66, 20156.76, 20368.05
05/24/16, 19828.02, 19870.16, 19712.67, 19830.43
05/23/16, 19788.13, 19955.03, 19750.62, 19809.03
05/20/16, 19631.71, 19954.33, 19631.71, 19852.20
05/19/16, 19729.63, 19793.46, 19646.35, 19694.33
05/18/16, 19862.42, 19923.83, 19749.29, 19826.41
05/17/16, 19987.24, 20145.77, 19847.70, 20118.80
05/16/16, 19711.77, 19998.76, 19705.91, 19883.95
05/13/16, 19843.49, 19881.91, 19594.61, 19719.29
05/12/16, 20100.50, 20100.50, 19863.62, 19915.46
05/11/16, 20347.80, 20347.80, 20008.90, 20055.30
05/10/16, 19962.40, 20294.50, 19962.40, 20242.70
05/09/16, 20279.90, 20303.20, 20125.80, 20156.80
05/06/16, 20357.45, 20377.94, 20058.77, 20109.87
05/05/16, 20363.86, 20534.76, 20342.75, 20449.82
05/04/16, 20556.50, 20580.38, 20411.41, 20525.83
05/03/16, 21061.77, 21061.77, 20668.37, 20676.94
04/29/16, 21215.20, 21235.39, 21023.77, 21067.05
04/28/16, 21488.96, 21654.07, 21255.42, 21388.03
04/27/16, 21372.33, 21442.51, 21277.04, 21361.60
04/26/16, 21380.02, 21419.92, 21080.88, 21407.27
04/25/16, 21408.56, 21430.57, 21254.46, 21304.44
04/22/16, 21448.15, 21495.79, 21358.53, 21467.04
04/21/16, 21406.40, 21634.74, 21331.59, 21622.25
04/20/16, 21452.82, 21452.82, 21103.34, 21236.31
04/19/16, 21438.13, 21459.04, 21259.17, 21436.21
04/18/16, 21129.68, 21172.00, 21002.77, 21161.50
04/15/16, 21374.65, 21423.06, 21234.12, 21316.47
04/14/16, 21456.61, 21511.08, 21266.21, 21337.81
04/13/16, 20739.34, 21171.29, 20716.91, 21158.71
04/12/16, 20440.72, 20546.43, 20407.82, 20504.44
04/11/16, 20255.84, 20550.95, 20240.69, 20440.81
04/08/16, 20061.60, 20370.44, 20045.47, 20370.40
04/07/16, 20297.82, 20370.52, 20165.76, 20266.05
04/06/16, 20100.00, 20249.84, 20100.00, 20206.67
04/05/16, 20311.86, 20311.86, 20116.87, 20177.00
04/01/16, 20786.18, 20786.18, 20455.41, 20498.92
03/31/16, 20811.46, 20872.55, 20689.22, 20776.70
03/30/16, 20545.44, 20820.73, 20541.07, 20803.39
03/29/16, 20386.32, 20386.32, 20250.15, 20366.30
03/24/16, 20450.69, 20499.40, 20268.53, 20345.61
03/23/16, 20629.40, 20693.48, 20513.61, 20615.23
03/22/16, 20765.07, 20765.07, 20576.80, 20666.75
03/21/16, 20738.25, 20772.46, 20618.56, 20684.15
03/18/16, 20599.19, 20687.97, 20514.97, 20671.63
03/17/16, 20580.06, 20619.34, 20435.65, 20503.81
03/16/16, 20339.90, 20383.20, 20168.74, 20257.70
03/15/16, 20298.15, 20366.56, 20254.59, 20288.77
03/14/16, 20371.59, 20512.03, 20328.88, 20435.34
03/11/16, 19900.67, 20238.72, 19853.63, 20199.60
03/10/16, 20055.42, 20184.23, 19923.54, 19984.42
03/09/16, 19898.74, 20005.41, 19818.42, 19996.26
03/08/16, 20132.10, 20137.73, 19902.75, 20011.58
03/07/16, 20306.09, 20331.69, 20095.63, 20159.72
03/04/16, 20052.10, 20200.38, 19977.43, 20176.70
03/03/16, 20082.01, 20082.01, 19791.60, 19941.76
03/02/16, 19788.17, 20058.12, 19783.92, 20003.49
03/01/16, 19259.99, 19420.00, 19108.30, 19407.46
02/29/16, 19366.17, 19377.72, 19053.78, 19111.93
02/26/16, 19179.95, 19436.71, 19122.56, 19364.15
02/25/16, 19215.49, 19215.49, 18867.70, 18888.75
02/24/16, 19282.34, 19360.80, 19060.16, 19192.45
02/23/16, 19506.94, 19519.85, 19328.26, 19414.78
02/22/16, 19374.24, 19524.97, 19374.24, 19464.09
02/19/16, 19238.43, 19342.03, 19210.65, 19285.50
02/18/16, 19409.21, 19436.39, 19266.22, 19363.08
02/17/16, 19198.18, 19308.54, 18909.06, 18924.57
02/16/16, 19013.74, 19260.67, 18974.60, 19122.08
02/15/16, 18668.87, 18937.06, 18668.87, 18918.14
02/12/16, 18278.80, 18482.33, 18278.80, 18319.58
02/11/16, 18486.93, 18627.51, 18446.56, 18545.80
02/05/16, 19287.36, 19397.88, 19230.00, 19288.17
02/04/16, 19190.36, 19338.37, 19166.18, 19183.09
02/03/16, 18910.88, 19032.71, 18764.82, 18991.59
