"","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","symbols"
"1293",10111403,9117025,13620811,11389142,11512855,11053675,5374571,2806243,2364907,22710475,7465873,2830035,61827528,11873303,11505718,15091145,2538589,5607732,12101705,9960534,29130659,8731171,4627948,17526836,6147439,13775825,14144234,1836728,3615087,9994940,2266170,11364443,10478508,4460967,11198806,14218880,21873836,33686984,65372095,24481773,42466005,59961778,63952578,36404303,33073892,29273392,48021650,119701078,92283926,91342669,131984074,82930860,35010098,75818197,63367499,65077313,80956497,82676002,47314156,52415754,54685594,82139229,51872661,31400440,37664233,36032504,58737025,32335968,163570441,27280700,25582210,62261159,57748720,37470917,22387329,26202850,9514833,17660664,17640163,40063036,33092505,91707889,51352164,47201368,24620303,71412066,44914468,75861964,46815201,47055172,35937654,32472007,47369549,46421939,34328311,45587434,39355846,77900211,74983278,41651612,34453470,32715148,41255040,53986956,45466651,37455680,49224614,32080558,22151380,48211094,127700150,195261011,71142012,81799150,122634531,48245941,50455795,43993172,55690890,106711756,457937085,271734979,176411594,133460641,110028569,80243129,98247497,61684009,46516673,29645048,38130578,37000304,74281981,83402301,96545161,84044421,47771051,49346015,41834301,74216160,33122449,18842045,17269769,34138633,15283465,15327951,12314350,18543762,14962730,7561039,14269828,10688578,15794490,10770320,8085308,6487946,4200941,13456650,12221736,15248139,45191695,29385267,19507213,16846666,36767855,27065790,12516159,17930271,26427327,16362491,17024208,25011606,54485356,35424044,12652142,16541974,27607140,28049420,16377430,70682887,36287794,33576229,21084714,56368382,21970550,15383692,96297136,47920222,33761544,30358661,115414333,"03393.HK"
"1294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16171000,1266000,558000,5073000,989000,381000,1126000,7718000,11167000,10002000,11954000,10513000,14902000,13074000,12747000,13367000,14575000,20644334,21283000,22715250,23161000,17714000,4798000,1068000,373000,3085000,1641000,1858000,312000,689000,1316000,13055000,64990900,7915000,5965000,2647000,1351000,446000,239000,229500,1042000,299000,226000,1361000,515000,345000,875522,6432000,668000,263000,62000,249000,1835000,220000,29940132,1011000,1255000,641000,"03395.HK"
"1295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76962019,91037968,28115335,13286951,9224789,10966518,7861148,24222152,13765608,41849806,27719524,15574606,18556212,25072607,17325386,25648758,16719441,16870764,15047531,9538128,17455488,45242831,50077262,19114886,20655813,26679610,25309587,24400863,17149393,34736543,107659873,55741156,20564957,23075999,35077967,61575027,20712357,7738831,16008771,13514113,10417867,10228888,9860194,32681417,39918051,51319217,15263254,19883370,15324187,8776775,10801699,11589325,9448740,17344871,12416552,23900800,33416033,64605037,86769779,157698142,76532229,154219162,69160161,54142743,56475118,159840473,78080182,118591199,74373021,70997980,40720395,29698451,51545869,46795174,41818490,110955519,40986402,33491954,24177235,"03396.HK"
"1296",68332000,37085000,79268000,52222000,17588000,15716000,13186257,33086000,29992000,40710000,15672000,36378000,35802000,20580000,27540000,25088000,10689534,36810647,12764000,21266000,40870000,18044000,12865000,13127000,28436720,18766100,23524000,7933000,8054000,7166000,6882000,7848000,15751000,6910000,12347000,7649000,11636000,47204000,43794000,54682000,9614900,10110000,11111000,4808000,3688000,4888000,4016000,14422000,8227868,24701132,23685000,12132402,14165000,14194000,15468824,38948271,36644000,40718000,35410000,37757133,25037962,32723000,16498000,12538000,27622000,7915000,11185000,13962000,29588552,38153400,13198278,4708000,47434000,20079000,5263000,8686000,5811584,15859000,18342152,13548000,14526000,6227710,9168600,18893488,10922000,41759372,33265000,91750000,27046000,16583890,25303000,45093000,51713000,16925000,17104000,29436000,39198000,26633000,45856000,19131000,22687000,68258376,102385000,47770000,27400000,33760000,27244000,10058000,15559000,27409000,76946000,331373002,162716898,337596000,70160014,25541053,25414803,24717000,14217000,14846000,6557000,9595000,5504000,6328000,6204000,5564947,68018000,31428000,11430000,13803000,57796000,9992000,53822000,39970165,8236000,4840000,7550000,12449000,15951008,40635000,9129008,17110000,3030200,9338000,6602000,10077000,7290000,7346000,9198000,5118000,7165000,6298450,10859000,9806000,2755000,1309000,4647000,2716000,6108000,5060000,3910000,7795550,14810468,6648200,2139500,5920000,2604000,2655000,4988000,22970000,9422000,11019000,7583000,15610000,1675998,3722000,2795000,1298000,528000,14100000,1736000,2816000,14433000,1538000,1356000,16089000,692928,1044000,3292000,1908000,1153000,"03398.HK"
"1297",39813078,29589148,26457265,9839203,9775610,6613523,3330606,21692668,7503199,9092003,4497512,8142897,9305033,10025208,10931389,24864297,12409889,9601718,5244713,6534032,5092095,4735981,3483228,3799594,1551634,1205058,2468943,2521405,926847,1222548,1681997,8101563,248006,1855283,11181199,383139,198724,5656470,2459404,2430788,6787918,2130317,5206559,3896572,1511414,3688309,6751833,7398876,6899683,7859916,28517470,6799525,3801186,3186254,6490003,8881723,6258997,6367104,6921943,3512641,3341003,10767637,3926778,3169246,1667688,2747154,4977629,2686744,4974468,5666007,2926802,4959985,21999313,16381184,2708998,2608845,1973349,2368784,6974403,27868998,12413260,16098199,8758144,10008516,6007811,3963345,1534147,2157085,1573892,5177942,23191838,8600757,6209716,3681949,6223228,69992039,11823259,27244210,7662782,4920398,14106196,27349134,43779602,40332938,19323722,36033574,18331458,14828433,18218026,19411351,44687850,26594631,18794741,24245318,10441919,9096466,10848548,12420803,7645824,9275012,6758414,9931089,7882654,5837175,4390293,5826877,9211661,8615595,5691431,5307247,3953802,7242016,14114412,24747737,11954683,8464566,9003502,10190013,10226582,10084380,14508942,12458645,9743815,15524286,7892243,8242344,6169969,6339551,6313051,2164233,12409471,5150758,3682640,5921961,2353419,6210245,15290063,12320492,7522880,5832934,2964860,3210500,4571500,5236025,3109000,1911500,2355510,4816049,3730500,4156735,948000,4421500,3372000,4971000,2634500,4084000,1884500,2813000,2154000,2105502,4725500,4384500,3486500,2278500,2290084,2464000,1147003,2278000,783500,2934000,882000,"03399.HK"
"1298",11724616,31496005,22012768,17456784,28841604,30582250,33578872,57581947,42056754,53654885,21521602,48082280,31300254,41093722,33624607,32155451,31796321,41962016,27453095,51439813,41598600,63641720,31812212,42734912,15056720,32401156,33298407,20499782,27100131,18555131,17667485,44618016,176231669,36106754,67244457,80751631,17769886,13530509,52597718,52298014,46497064,22340280,30731982,36946105,15115920,18621976,31354540,17684796,32301155,73899259,56387396,51556863,65885929,52071116,56971574,90295940,54606254,60185984,51952911,40536892,30504011,36335475,31085438,38403634,35849349,32905717,37832380,37781377,31974351,37244155,30622803,29357503,42183127,37279382,36367832,35797848,28531472,24241028,29793019,39901977,37470279,26441053,18631923,60509080,23508249,24020784,24053193,24980020,20448356,18839561,19212728,18107831,16346437,17883630,17335375,22045850,15156433,17786173,18394753,15428756,21920642,17829447,18448674,19103860,23429901,17489743,17204390,20406030,20237997,23536876,30497420,12660737,16039748,12498699,12506044,6336809,7687216,9723070,19757591,9031323,7744763,10086661,5314736,3304087,5881287,9227743,9851621,8544821,3640855,5704936,5644169,5007603,10697532,33153423,44894114,25213870,20598394,5825163,14257375,36979750,6796958,5662482,3785697,5444819,6561468,10882167,4433625,7395741,17075026,11240930,10476557,10444497,13137046,4321215,6897895,10858243,5705853,10440017,7478759,5015688,3823252,3649412,5323997,3379550,3837416,3037870,3103333,4093946,7306337,8317799,5785131,4327872,7709174,10855423,19040305,5315293,5542421,5667709,3304061,3547295,2788955,4295694,4431362,3729258,9170793,15090999,18952135,5935274,2537974,12167284,3226776,"00034.HK"
"1299",1958160,5318800,11792100,3293720,58395358,20493430,41557840,86151280,49770535,30113120,11412020,71770880,40232130,53652880,26721960,52272421,46294520,48668300,17630120,32673000,29142650,19472720,34765200,16136600,58853110,33082910,56031440,15020600,15396520,13612160,8375000,15999500,9851600,6818200,57104800,18416000,43459200,22830400,58984300,106327920,157355010,68463100,32475600,18738869,21863400,28948448,33687040,35567200,14784800,147884880,68142794,26580800,13109600,12293600,29866259,64560320,33308660,34721860,22459020,11155860,11922400,15735600,35917040,12688600,8532600,79345300,29494900,13916520,4564100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8242657,36401460,15210476,10719472,193668910,126862770,26675800,16160556,19278200,24618200,19734200,39137600,36467500,23251400,12172500,10301620,27238600,22452900,44585380,16897200,111879600,27694060,13327800,27809020,645345321,382895540,249754975,213622023,107682727,124814740,42238820,54416400,27927200,60598620,38007050,24189870,13839473,11054800,17889700,13920600,18072340,14353000,8014400,35447400,16102300,8849827,7379894,19599020,22226047,11381600,10296022,16158900,13533120,10089220,11730220,15847440,7450060,4878519,45991360,13421419,14555460,16529040,12067640,16005389,12578600,8260360,6480700,2627080,4929200,9157500,5629260,2319900,5667400,2730940,2506380,10559300,7375000,7612209,5108020,18688528,9118100,3423860,4494440,2792440,8737880,5433700,21276400,32041840,39637100,6585940,6076000,3121000,13885800,4950000,9994800,12520840,32454515,2060200,4218660,25652620,17267200,88856700,10948929,15293629,13419220,5942680,"00340.HK"
"1300",5973865,5682409,4986042,3553298,3631824,5063066,2389541,2329623,3676259,4962549,10163350,7717064,5977387,5301744,2374368,5761116,12926614,9737757,4469631,5500622,4878746,3987440,3438405,4982885,3408947,3534321,3363716,24190017,6991703,3316985,3451429,5759122,6494554,6738497,11314114,3935530,4926485,10449342,7634498,12758747,9842728,5598792,4562245,7409414,9366248,4377596,4054555,4179338,9061030,14219858,14441383,7181338,8410137,15791424,13333513,8998670,8979739,19368325,21887707,12679011,18695156,20386007,17342454,26651326,18761605,17713113,21404250,9244144,13560827,5843292,6251583,8638201,10144471,15495100,8392020,5253921,4820587,4699738,6179085,6146181,5515047,10479711,15559751,14686688,8194463,13188855,6414002,8006017,14018340,13474822,8593996,11020355,8351322,5689187,8644050,17754472,10810926,5901445,4968227,4051807,8090507,9746160,9856213,9314393,9064237,7031954,6280931,7448768,7592145,6953704,8952064,5984055,6257327,12930938,16471642,11603040,5253056,8118813,18046747,9883059,6543605,6378294,6821042,7287573,16853963,8582863,12861704,10825528,6188366,9103292,8273622,4700663,6764261,14512792,5127465,11162982,14343935,14134025,9319313,7676058,6498231,15950451,12587884,11849656,30794803,14281715,10987286,16064116,12544657,18501017,11255901,13802432,13122227,16676721,17749698,22483972,10655023,14662299,8261831,12197046,25310510,27319128,27973432,20762646,19747653,19716568,26966905,29331535,20213730,31621667,45876236,43343014,72424306,73343717,34306740,32304776,22067057,25814930,26892049,28319847,25640821,20627074,16933948,9460721,17490196,17036002,15736639,19379218,11903331,20619631,6229506,"00341.HK"
"1301",6157773,35569833,7032157,9663994,14798893,21928951,9236588,7101161,6449203,6404201,3177869,7824663,15510331,8829718,15562784,41658687,20920615,35687797,14043084,9772926,19059130,8022212,3387879,5132591,2903467,2989782,2787846,1777021,8735097,7770430,12142826,20661979,2495908,1529651,2007227,1074291,411946,1245691,2682898,9321365,7431180,1438984,34416663,63997806,58454530,48057723,70003427,52985727,26139377,88897103,114239246,77706314,50480191,105390487,318714935,159076804,172058873,327383334,95649390,44197749,44941151,91706576,56837499,138511376,60842582,92251232,127720376,51961718,87178214,90518030,62714715,48929678,77221370,208228311,94311157,74084992,58670109,61810336,100627402,169325797,215256977,172527068,153420655,282056702,184456711,243638177,451981431,239883278,158155623,133908456,151578380,62715579,61573586,79336854,93184379,98248753,152653039,179039848,110424145,91369215,63435196,72007265,127531143,202267379,66031284,185863503,146271874,78958404,40819464,123717244,203545117,76795110,61402063,73939431,46577975,37510087,42382013,20768834,17465507,23677634,14011355,21663773,31265220,20834950,11861848,65589439,39832432,37347074,64739696,77224752,29862780,18809891,136715771,104492088,34827600,45554105,29195985,22269161,30373574,33921336,22228850,24855270,32821746,33551695,20672000,18273322,16274660,26447061,48716480,63855230,101415954,67230256,70464127,66897786,41300546,25904044,19772044,31603770,25432339,33719920,59815953,27319971,26049748,36360504,24196384,30768625,22842313,21608328,12498643,22954596,27730210,83592275,65820566,46066000,40970562,53875241,41436600,51624200,53906000,53482000,26352530,26954543,15999093,25864230,21324466,19201000,21774000,19046000,32332000,886402292,419139900,"00342.HK"
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92874589,29913000,44421212,59106515,70740496,31457200,104131500,101409766,20859501,27368809,53399609,69092300,38108288,36985795,80625613,27058415,196926532,187441696,43327855,15641700,43131399,20985084,40317665,53074600,18629520,22233809,10296700,9660500,7301600,4805800,6628046,11020900,7702219,8611200,7804765,13305127,11234900,5344600,20812200,7161581,12776800,21574445,5017000,5328661,3931600,7614900,4423426,3170400,8627918,4676800,17569618,18319300,5551900,1781000,1765100,10609200,5811900,18825800,135818463,28321600,37049587,461983246,109522922,67188213,219621951,156513545,187233332,221651600,"00343.HK"
"1303",3987002,2005656,4137288,3080081,1692946,11490466,4573112,2793167,1177984,7432962,5881993,13050726,10312753,11136876,6633001,2671024,7995863,6420027,8001873,3031987,3651994,3289666,5671864,5796193,1357506,2136775,5638801,3287753,2516640,6058901,5851938,5952498,10170394,5707935,8284963,5594099,3300869,9629518,5581525,3938884,9787212,9379871,11496311,26179763,4283565,9362542,10927477,7452088,6900897,29142943,23597699,16932925,29215586,15903167,18819800,12245610,15424477,19150487,17083148,30346550,26669603,13661220,11527647,7824733,15703062,21616295,15836908,9697764,17839908,14870779,8483705,11013405,10288104,9150719,13546297,13283650,17317901,16385194,9245973,9785886,11064408,25745669,9474331,13091331,11364329,17471996,12106391,25041421,16938897,13669954,9446230,9665218,8555401,18065539,8469263,8810986,6832277,8344420,11254133,4270781,5582143,10656446,7258844,38047592,17613764,15199226,12976241,10220729,16186993,14350448,12690714,14559049,10129487,31394009,9481993,23449253,12898393,11587497,27248000,19816660,23326079,25537759,9968953,11058486,31998541,25584633,21398577,37377535,21208316,21356537,22773446,13503881,15452902,22254849,10162589,12797758,14788068,17701427,15088016,14478585,13481479,14651299,25715147,24851433,22616093,12065097,8414445,31065488,26330049,25156987,39526720,18448566,38778313,68610453,34047915,35586926,37185173,65400325,41579928,131929044,140352713,65876947,60227059,46425338,56620077,86814086,65996531,98663583,66416289,120731938,74910691,151287492,91540043,61897860,42415932,43666460,34542286,53941097,47036123,54182704,36664256,38309578,24249005,21334133,31121099,152803914,108182924,52837583,40598857,60878062,50880015,"00345.HK"
"1304",4800000,11260000,12010000,7310000,15560000,4.2e+07,12340000,15300000,11450000,26230000,18890000,139676000,89500000,183310000,313810000,244580000,76980000,99931000,69369000,102580000,88570000,96410000,366455000,130123100,42660000,157280000,185270000,151400000,133200000,131350000,154756000,204030000,118650103,101480000,270060000,215952785,324490000,311561850,222171340,1168223000,533310000,353087200,165650000,255260639,140246000,84300000,211450500,282058000,222366000,1294743000,756676000,432840000,218183500,284610000,191546000,251170000,280303000,363100000,515580240,409362000,420293119,267771000,504885000,341391182,256856000,141469000,254430000,169749616,120455328,117920000,118517724,75930000,83350000,71360000,312120000,181900000,119370144,54760000,71063186,155555350,88820000,207670000,182763388,284189139,749226911,347045472,376585011,338305000,226010000,191510000,282810000,174996248,151620000,226417000,344810000,215860000,82082850,133484070,133641000,239690000,198360000,266160000,621922000,346060000,188560000,274830092,278559000,152987500,78230000,219200130,315458650,312299672,238804918,223920455,187910195,36881090,80788800,54551717,104973300,324840000,96656000,78019200,76488675,227920000,156469587,25050000,151373234,155217044,44760000,49430000,51520000,93920000,60980430,151585000,62189780,48607000,26779000,32470000,119462639,178866566,104990000,99640000,86585000,140461000,55750000,57010000,74100000,70995588,38322000,51480000,53610000,14166666,97200000,20780101,21880000,117470000,150500300,863509323,58813553,249247639,114850000,27050000,71277000,105370000,212310000,123850000,57130006,385050000,66470000,56240000,22640000,121810000,247620000,106148039,56340000,35110000,630010000,61060000,138620000,96460000,818730000,568960000,1.26e+08,79054000,91740000,99241746,64900000,299860000,74750000,55280000,96910000,"00346.HK"
"1305",282596893,189277789,161185789,124217778,148195696,127854788,83378277,68192874,160922035,200774980,112807981,116419956,121033323,125180727,107050356,92402202,164045944,328465399,244367317,103670480,199302508,374550037,171481866,239363935,266764704,237513130,186796307,178540239,222911891,133515584,322138424,322494034,408769034,501532340,326358153,403571290,494717775,473921609,281162047,259307760,407497672,233824783,359675906,195781256,248218354,248448809,170871551,220897646,281185830,467995096,558962931,588331542,649368570,643976994,449023896,668578680,570184953,442936613,326688194,506880933,271741926,512761499,349843859,334347907,274848493,272918284,382872314,287952693,539031066,565543946,381071605,459399993,521060480,504573943,246139157,337514070,169635910,196074384,305492869,382841291,504628951,497675022,370982491,647292927,334429081,319045474,387953001,539034317,455097543,464961271,577505384,618311986,455864397,477031486,401248172,276098494,148048347,154587965,288109393,232940517,258789235,354151779,346359222,324064822,399090653,247103514,414646957,353060516,229531713,370733807,611372071,298344708,212486206,311409601,375608886,449654423,324881104,193131806,203078985,559928665,428429597,509319311,597020299,389253111,338002930,596204161,309685172,406561707,267439464,598950264,495239891,486912742,587699037,650968621,420061979,572735184,427719996,578297952,664214678,546830866,425745308,549568346,357463207,808050809,547728060,497982149,481372568,632414429,484055676,483497388,392727563,523991854,580041483,427891578,325005057,302045884,287563100,394352854,399038650,257867822,229250547,244160184,199274485,319279709,271983791,555510805,249951065,326790642,241507673,440601452,210098460,173484095,242201738,462127745,154993175,111160256,160672140,488279421,278032828,413447961,378851460,790869444,660504919,822101713,466657149,407656578,390916353,624369642,279422439,225124686,221673213,"00347.HK"
"1306",237215,88072,30112,160714,830571,18000,99643,159429,112499,144643,114428,358200,584100,267600,7471200,16113300,23694300,99639000,21268200,11948300,8267400,4663400,9467400,2394800,10027400,9753000,2903900,2383400,1186400,1556800,553200,1348400,1123000,294800,949400,914000,311400,545000,1475800,2826700,1686800,3772700,3796000,1138600,14071000,3361400,7724600,6120600,7374800,34088200,22377900,9793200,6075200,141263000,23057600,17678600,11901000,17728800,10611000,52649200,24784600,12530200,4791600,3731600,12573600,25539600,10219000,4158800,4616200,4478800,2195800,1997000,2205200,2839200,7357400,1902600,1497400,1949300,1474400,1847400,4655000,8719000,9179400,8758011,5548400,7181200,4742400,5654800,25059945,16627200,18249200,26461600,69674607,53182500,54637546,41009300,41293268,78601023,37021400,13978800,13096400,43710302,22670329,34253700,19839700,14164003,40529801,11917800,7704622,17172427,76640895,37074479,53189655,48160784,13481822,11389343,12593121,17394454,8407356,7951253,6694791,6799393,9277098,8942361,10253474,4359960,4793460,40705580,8703500,5795400,5489800,7798627,9819698,94165300,8361600,17170200,6977000,11496400,3192080,11069613,9236000,7785200,11704400,59994000,65483600,13336100,11260800,4426000,3330600,2434400,3523800,1824112,4538822,635600,6591578,30603908,1882800,44475000,106504700,10386400,14135400,87609600,3962525,3538300,1876600,3692000,2944000,47847802,21106400,6961800,2594400,3633600,7082200,13105600,4628650,7914800,1119800,3974600,3765800,6853800,5681200,11874000,6598400,4047400,1217400,697800,1518400,2646019,944100,695400,2795200,"00348.HK"
"1307",207386699,138680412,174973684,86121154,42921665,65287127,53108806,54486368,161085093,177716080,55670425,31622027,23695982,68296565,62973015,59725099,95206292,98962883,67096909,52994098,51185485,91520112,42603954,38893561,24687877,41296341,16042014,21396292,42098766,46284725,37013793,48537026,57141929,23767249,52142176,17301781,12541642,30760888,154719095,117551753,250471528,245353266,181032999,294101595,86257034,22612878,52645968,38330957,31420465,38254771,40426907,51064735,45122845,28080714,25588641,40981322,34946646,30964742,23511689,23704153,17271748,16632603,9368392,11942823,10455803,10280980,9183605,47085006,6899604,23943928,13353985,5770459,17879959,8559973,5497519,8156084,13905792,7242380,64782214,183720457,186376683,210747500,65066062,73210207,75519244,112288097,65222366,56981879,63175109,57776431,29564892,57973997,41934824,94731120,42397706,37019956,26199490,26164503,18932718,14798725,27304632,47352758,23028605,23281235,29727180,43852810,47149716,73890275,26325703,23215828,91389190,42357802,52162864,57901409,22408738,26349857,46465150,35093936,71471375,67222256,28633101,36412129,25468209,26564487,40132945,32667574,42522109,50542452,29574079,52232473,51906194,29057081,26920921,31264324,23521903,57792676,91836042,39535050,30330878,36737966,33017489,81260097,28821195,33620205,24715237,16368619,16776242,22020007,19124120,27566219,29293424,19297902,34300271,27194135,26678389,23247476,10200443,13930271,11241227,23074531,28983567,54600597,36120917,24670656,12961636,23551373,44886965,21175475,30527156,50084579,27921549,33114018,29911947,37114621,18200723,21843203,12881781,25807431,47882405,27607825,15777019,32170322,11497718,17438841,20308271,25135117,23378117,23752036,26735617,20783667,47795424,"00035.HK"
"1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12860856,6826372,2818012,9758384,24818112,10396464,41993400,36520768,42082872,10187620,23009140,25100740,9215312,16959840,26828716,31107560,11816436,37792253,27692137,21913800,33411260,23224208,"00351.HK"
"1309",NA,NA,NA,NA,NA,3154418,155721,361948,239896,88382,172556,271461,33670,58921,21043,42087,1212104,2954505,1757131,1195272,763878,273565,58922,210434,54713,12627,77861,134678,52609,4208,10522,0,69444,0,1252087,925913,0,258835,8093324,3930922,1790801,538712,187287,321965,900662,507147,1022714,58921,412452,1043759,429286,595530,140991,113635,61026,229373,1435165,10010386,237791,7476750,5145132,3958277,479793,425078,732312,204122,681809,551339,77860,566069,10521,147304,166243,273564,63131,193599,29461,84174,138886,31565,361947,639722,5925846,747044,4209,214644,21043,1378348,75756,0,223060,44193,631305,5544959,843845,465060,740731,744938,20597365,622887,164138,94333727,10694299,2285321,1708731,3606853,1706627,3034470,5353462,791234,5441844,36589990,17508177,6355130,1744504,1694252,1841819,3137515,914671,1129972,278000,2277180,1874000,1194800,760000,6322879,1289710,1012800,2015503,1648000,1836080,1914737,768000,998043,568263,1198000,922867,809035,903647,104000,1210400,592000,1101091,4946134,7541093,5285620,1392000,154120,2167934,3108000,722800,4501000,630000,5726000,426000,98000,4138000,2164000,2110020,124000,498000,597600,566263,3e+05,558000,94000,674000,532400,348000,262000,1078000,170000,1330000,2908400,2592000,1743600,236000,317200,502000,4226670,2713674,348400,478000,298000,48000,6508000,26740000,12009,312000,90000,150000,"00352.HK"
