"","symbol","X","et.avg","et.sd","pval.x","pval.h","pval.t","r.squared","first.data.month"
"1","00001.HK",1.00140023247937,0.00286177102397604,0.0381182386210334,1.02298161825288e-295,0.582330991345988,9.94629492859648e-09,0.999279195310008,2006-02-01
"2","00010.HK",0.997385202417571,-0.00320812904244934,0.0444579206269066,6.60653053959237e-283,0.820732530590675,0.907251679094284,0.999011753592747,2006-02-01
"3","01001.HK",1.00711504851056,0.00969320254769098,0.0882616952607743,4.0752459704203e-228,0.0234009211679628,1.11039735263267e-07,0.996193495336856,2006-02-01
"4","01002.HK",1.00560657281176,0.00463200073452098,0.110643259334366,9.94966583452528e-210,0.0161906437153917,0.00078083910187224,0.99401507927664,2006-02-01
"5","01003.HK",1.01497613601696,-0.0132675000494254,0.218748544211206,8.30021363743492e-156,0.0429791128118434,2.09206408706076e-11,0.977438358855435,2006-02-01
"6","01005.HK",1.0126216336987,0.0184302532021623,0.103363134638544,8.69773124581832e-216,0.202801692622794,1.27216180885612e-11,0.994841698459908,2006-02-01
"7","01007.HK",1.09405043836514,0.0336496588306084,0.227823182084087,2.11792867425431e-27,0.0713578336991648,4.53755322095721e-08,0.95834235006284,2018-07-01
"8","01008.HK",1.01593180909749,0.00845082470855662,0.105763108968718,2.18952371444552e-127,0.0404248957252554,1.98018662243849e-14,0.979490080362317,2009-03-01
"9","01009.HK",1.00959124457586,0.00206567796280195,0.16666207116486,4.40838031468482e-177,0.369572600911738,1.52533508706845e-10,0.986609145734461,2006-02-01
"10","00101.HK",0.997249929024763,-0.00214490263147763,0.0434412984248357,8.99741346520593e-285,0.590982765463734,0.34076785880161,0.999056098131448,2006-02-01
"11","01010.HK",-1.54344112986503,-0.18372679297734,0.177589594954083,0.407060538309745,0.639758154683673,0.35659664742487,0.165364573503127,2021-03-01
"12","01011.HK",1.04795290944638,0.00187483448485852,0.112097604803917,8.31427077442871e-108,0.0203301090008386,0.0157335799741218,0.98044078995709,2011-04-01
"13","01013.HK",0.992957666650564,-0.0201741795724547,0.13829073033088,9.87537302854393e-191,0.345924517115475,0.000128173260427997,0.99043980592302,2006-02-01
"14","00102.HK",0.995139351478956,-0.0065765314141941,0.156437351798161,5.29473826761885e-181,0.383457236848614,7.24524438794984e-12,0.98784177676881,2006-02-01
"15","01020.HK",1.00809132025886,-0.00654545065044654,0.148153769876181,3.93059040153542e-96,0.276988121835109,1.2311854369145e-07,0.962291134899746,2010-07-01
"16","01022.HK",1.03868035312837,0.0152564839278559,0.165824477579518,6.83170424958287e-61,0.846268422455727,9.09813633860839e-10,0.966695952964109,2014-12-01
"17","01023.HK",1.01662888487433,-0.00140259066132945,0.0884151319018759,1.28163842320084e-112,0.0757860246166344,0.637749910651425,0.987632434252296,2011-12-01
"18","01024.HK",0.521179280912985,-0.195384253269905,0.171638005338074,0.748355526602798,0.662139569637201,0.615683449118605,0.0443519408494928,2021-02-01
"19","01025.HK",1.09764283665551,0.0807038005746624,0.296932523504992,4.24694338173619e-19,0.557939945681418,0.000149465194225994,0.932480014908996,2019-02-01
"20","01026.HK",1.00062653692634,-0.00228821401105834,0.116777513415101,5.6613919025551e-205,0.0293263774152559,8.48632275579457e-05,0.993260754515169,2006-02-01
"21","01027.HK",1.05384451682805,0.0219585230497816,0.4208974496876,7.34340087323245e-31,0.382911325926741,4.7722927926236e-15,0.821477079806673,2015-02-01
"22","01028.HK",1.05529978881936,0.022577779545776,0.133840790782116,1.21170175446042e-95,0.992456299792215,2.75074111226441e-13,0.973740861185945,2011-09-01
"23","01029.HK",1.00648448600622,-0.0112736522609839,0.143179650390324,3.31149958028877e-96,0.0746751534502214,8.13271894357853e-07,0.965790324519124,2010-10-01
"24","00103.HK",1.00048119022684,-0.00287859625123666,0.0852175106407691,2.0178269257699e-230,0.72833211613416,0.000995377846489507,0.996401325241632,2006-02-01
"25","01030.HK",0.988164209472927,0.00421875092236948,0.095496665122579,6.09382833167302e-99,0.181925870998228,0.0239863836297059,0.985938738363767,2012-11-01
"26","01031.HK",1.01655574818269,0.012362425260124,0.134949290070904,1.36784329773177e-194,0.221839505206948,1.4310711130982e-08,0.991298824040827,2006-02-01
"27","01033.HK",1.0104985248216,0.00537810388231005,0.108336491381172,8.03235368051452e-212,0.714872544047999,1.11024929343304e-08,0.994309388530293,2006-02-01
"28","01034.HK",1.08627293458218,0.123331431033607,0.360229459432253,8.33208445471195e-19,0.27726209941338,2.73601415133424e-05,0.90508804680811,2018-10-01
"29","01036.HK",0.997747218163836,-0.00915457374785528,0.106325392386794,2.61321768688827e-212,0.964308644747061,1.10498098119771e-16,0.994378050221791,2006-02-01
"30","01037.HK",1.01108331264122,0.00933123953620991,0.125719637107317,7.31231444896021e-200,0.457461609108587,4.40642482495095e-09,0.9923594715793,2006-02-01
"31","01038.HK",1.00078016293235,0.00588964708107187,0.0581617590430956,2.17160587544327e-261,0.384823483951884,8.6908144792012e-05,0.998321556386426,2006-02-01
"32","01039.HK",1.00584985264884,-0.0165949332080798,0.127884896267228,4.78899731861079e-103,0.531121900542927,6.11384836447165e-05,0.971885057568627,2010-09-01
"33","00104.HK",0.994560554535005,-0.0117367895796335,0.133685718078906,1.379268400351e-193,0.289669164518849,8.61640415636107e-11,0.991081496710263,2006-02-01
"34","01044.HK",0.995510267212375,0.00305385050119599,0.056142863459076,7.9503134414862e-264,0.162511901239402,0.238159812315267,0.998419453780675,2006-02-01
"35","01045.HK",1.01337003960475,0.0204617232590563,0.102470572095478,1.50993542759753e-216,0.985306320126197,4.08560967171203e-10,0.994935187434455,2006-02-01
"36","01046.HK",0.994797884946187,-0.0145207651790601,0.171168271770284,9.18384211133354e-174,0.154960876069443,0.00543208195139425,0.985466033438139,2006-02-01
"37","01047.HK",1.00762493482387,0.0107026258187882,0.0994893859895667,1.78827375318346e-218,0.863603435188889,3.75942882742249e-08,0.995170090840318,2006-02-01
"38","01049.HK",0.999024136814577,-0.0127722334911993,0.164719607052836,3.53171806581745e-177,0.236427002745885,9.8842316332236e-08,0.986655313715084,2006-02-01
"39","01050.HK",1.01997529469313,0.0261182333760008,0.0986153416304674,3.58480198007141e-220,0.067526327007628,3.58308925328768e-08,0.995370538180244,2006-02-01
"40","01051.HK",1.00576047363697,-0.0151809613354019,0.158508129525,8.45526513999313e-181,0.123760305001163,4.25119346838624e-16,0.987796126031833,2006-02-01
"41","01052.HK",0.999472279054156,0.00490463490919125,0.0549771537531489,7.53212632639077e-266,0.0907450893126606,1.98998642569718e-09,0.99849635976845,2006-02-01
"42","01053.HK",1.00306285738232,-0.000481352318470398,0.116796692549763,3.71531403334328e-205,0.514511319818098,1.87220771091217e-09,0.993293657679547,2006-02-01
"43","01055.HK",1.00029450934104,0.00254345305663802,0.0988905858420271,2.26278705085052e-218,0.0327948089017534,0.00127270006300587,0.995155107743502,2006-02-01
"44","01057.HK",1.01718131634464,0.0227392378013624,0.133687989540967,7.58567967814769e-190,0.15348594642597,9.61848426731345e-10,0.990932125578898,2006-05-01
"45","01058.HK",0.998621774040422,0.00274121514616201,0.148001442735967,9.83715071526983e-186,0.681735534993217,2.26225437256679e-17,0.989180901898464,2006-02-01
"46","00106.HK",1.01410301653891,0.0185311582222975,0.143531988912152,1.95741341552511e-189,0.824271700917178,1.32119931191018e-17,0.990126079027964,2006-02-01
"47","01060.HK",0.985300203842709,-0.0085135898986363,0.181985328786284,4.26036515278593e-168,0.230189819298458,2.87242104792362e-15,0.983312796395384,2006-02-01
"48","01061.HK",1.00662922556317,0.025390459641444,0.112347625715125,1.41166221308374e-208,0.378750909843836,7.23638044652626e-06,0.993838713275032,2006-02-01
"49","01062.HK",1.00740602374126,0.003777417245412,0.124330218236496,1.82810753357418e-200,0.593865408747721,9.22362336629548e-11,0.992472439855464,2006-02-01
"50","01063.HK",1.02654533585407,-0.0034116943841448,0.255130255497566,1.55997382772554e-144,0.441750136001948,6.30216735736383e-10,0.970151112558241,2006-02-01
"51","01064.HK",1.00512120513019,-0.00552214596064292,0.144673487101982,4.40408213776448e-188,0.92349255264643,1.21421114117573e-12,0.989790339880422,2006-02-01
"52","01065.HK",1.01037932704585,0.0142864283349653,0.0862939153890231,3.34171889354278e-230,0.652604419024146,1.68271920010623e-06,0.996381110924948,2006-02-01
"53","01066.HK",0.985296520789344,-0.0017049843851046,0.0913669602358698,1.50894658597224e-223,0.374938808489575,0.0915284403250037,0.995738317772536,2006-02-01
"54","01068.HK",0.994969856286667,-0.0188075901943802,0.102827319891652,8.71476561108766e-215,0.216530577500131,1.24649534718597e-07,0.994708809747164,2006-02-01
"55","00107.HK",1.00001077279296,0.00374458153536353,0.0601475743152628,1.32125102622637e-258,0.143215027368849,1.65873429509584e-05,0.998202669629362,2006-02-01
"56","01070.HK",1.01930314120084,0.0169370652471544,0.111073683607347,1.6560932302132e-210,0.598466336995827,0.00428382302079069,0.994123959082235,2006-02-01
"57","01071.HK",1.00098919500074,0.00495672499249194,0.0831941216220737,2.08476110755666e-232,0.0863566774558518,0.00730781155677566,0.996574444935093,2006-02-01
"58","01072.HK",0.993736225867665,-0.00462083236610467,0.101394760206837,8.07272754306705e-216,0.361186384423359,3.74649912833679e-07,0.994842183287271,2006-02-01
"59","01073.HK",0.991392678518272,-0.023696251303692,0.105280432246691,8.17822612085059e-26,0.565512225308364,0.678086853233787,0.987368251963222,2019-07-01
"60","01075.HK",1.0045507735339,0.0108333970223996,0.119540698060526,2.10626127415745e-203,0.957800849923056,6.32078440962898e-13,0.992999368712292,2006-02-01
"61","01076.HK",1.00022345163205,-0.00509070780160758,0.209129434692168,3.23508152694619e-158,0.0404681689043623,1.64812317657726e-15,0.978737070358383,2006-02-01
"62","01079.HK",1.00815137228983,0.00371228022928849,0.149215346812723,7.6930618144695e-186,0.36329356509388,9.19216203844652e-08,0.989216115039243,2006-02-01
